song_id,duration_sec
6tCd8bPvYnceDG7W9M1RMk,155
0QBzMgT7NIeoCYy3sJCof1,167
3yfqSUWxFvZELEM4PmlwIR,239
7fZBQnc0zXwVybgCIrQQil,228
7qEHsqek33rTcFNT9PFqLf,175
3w3y8KPTfNeOKPiqUTakBh,186
0tgVpDi06FyKpA1z0VMD4v,177
10xV5l9nhLvFpR8mqzs0bL,226
3kUq4sBcmxhnOtNysZ9yrp,205
62ke5zFUJN6RvtXZgVH0F8,238
0xzI1KAr0Yd9tv8jlIk3sn,178
4gzsuuZypVbxs0Af1LSZyB,176
5TXDeTFVRVY7Cvt0Dw4vWW,233
4xqrdfXkTW4T0RauPLv3WA,229
5CzixCxDkRXX9mScCmah8O,154
2JPLbjOn0wPCngEot2STUS,230
6HU7h9RYOaPRFeh0R3UeAr,220
6VrQTLzzuyGIYjUDe4kAZk,175
4RvWPyQ5RL0ao9LPZeSouE,195
73vIOb4Q7YN6HeJTbscRx5,160
4d4ZXH4dr5bYfgErHiZCX2,158
7qiZfU4dY1lWllzX7mPBI3,196
0ct6r3EGTcMLPtrXHDvVjc,204
44XjoNvtwevktFKjvVe1vH,223
0RDqNCRBGrSegk16Avfzuq,220
3ZCTVFBt2Brf31RLEnCkWJ,178
1r9xUipOqoNwggBpENDsvJ,159
2K7xn816oNHJZ0aVqdQsha,192
4iJyoBOLtHqaGxP12qzhQI,174
4fouWK6XVHhzl78KzQ1UjL,236
7JJmb5XwzOO8jgpou264Ml,203
4xkOaSrkexMciUUogZKVTS,229
5fwSHlTEWpluwOM0Sxnh5k,232
5PjdY0CKGZdEuoNab3yDmX,154
3PpWCS95gDUDRPko3u1MZ9,206
18asYwWugKjjsihZ0YvRxO,204
1ei3hzQmrgealgRKFxIcWn,226
2ZRo7axmMPeSVUvDbGkJah,169
27NovPIUIRrOZoCHxABJwK,237
1JSTJqkT5qHq8MDJnJbRE1,192
4woTEX1wYOTGDqNXuavlRC,180
5uU1uuyaUIBOiiUSQG7Wl3,155
1rDQ4oMwGJI7B4tovsBOxc,192
3Wrjm47oTz2sjIgck11l5e,203
2tGvwE8GcFKwNdAXMnlbfl,159
3hUxzQpSfdDqwM3ZTFQY0K,236
7EkWXAI1wn8Ii883ecd9xr,195
003vvx7Niy0yvhvHt4a68B,228
60a0Rd6pjrkxjPbaKzXjfq,195
1SOClUWhOi8vHZYMz3GluK,238
35mvY5S1H3J2QZyna3TFe0,173
37ZJ0p5Jm13JPevGcx4SkF,150
6RUKPb4LETWmmr3iAEQktW,181
3RiPr603aXAoi4GHyXx0uy,215
1dGr1c8CrMLDpV6mPbImSI,155
2zYzyRzz6pRmhPzyfMEC8s,154
70LcF31zb1H0PyJoS1Sx1r,163
2hLXUbsOU9cDb9RFva9FYr,198
5nujrmhLynf4yMoMtj8AQF,153
1WCEAGGRD066z2Q89ObXTq,226
08mG3Y1vljYA6bvDt4Wqkj,235
2TDyyEBasw10wu5Uh94bR1,208
0gplL1WMoJ6iYaPgMCL0gX,160
0o9zmvc5f3EFApU52PPIyW,222
6CDzDgIUqeDY5g8ujExx2f,165
4cktbXiXOapiLBMprHFErI,156
2qxmye6gAegTMjLKEBoR3d,191
5kVZxyMY1gfdCLiChsfjn1,165
29d0nY7TzCoi22XBqDQkiP,238
10SRMwb9EuVS1K9rYsBfHQ,152
2z9YkcLojiOE7Eu2p9lPZR,218
3GZD6HmiNUhxXYf8Gch723,156
1HNkqx9Ahdgi1Ixy2xkKkL,180
7EyhPjrJzjx0fk2i7vUJCS,200
5QDLhrAOJJdNAmCTJ8xMyW,189
1u8c2t2Cy7UBoG4ArRcF5g,171
04sN26COy28wTXYj3dMoiZ,190
1ri9ZUkBJVFUdgwzCnfcYs,203
3xKsf9qdS1CyvXSMEid6g8,196
2WfaOiMkCvy7F5fcp2zZ8L,170
3U4isOIWM3VvDubwSI3y7a,168
2vXKRlJBXyOcvZYTdNeckS,173
3UmaczJpikHgJFyBTAJVoz,174
1zi7xx7UVEFkmKfv06H8x0,181
5uCax9HTNlzGybIStD3vDh,214
0E0DRHf5PfMeor0ZCwB3oT,192
4qu63nuBpdn0qHUHuObEj1,184
0nrRP2bk19rLc0orkWPQk2,239
3GVkPk8mqxz0itaAriG1L7,196
48AJSd42lXpicsGqcgopof,205
1SKPmfSYaPsETbRHaiA18G,181
3rb0tMq42WfggucPm0HHkA,215
0Q5VnK2DYzRyfqQRJuUtvi,232
1zB4vmk8tFRmM9UULNzbLB,209
28GCbKgjlVD9eDmasGbe0T,162
1bgKMxPQU7JIZEhNsM1vFs,225
2DgdHcjWmO3qd50RzuBLgZ,207
3CRDbSIZ4r5MsZ0YwxuEkn,163
1Ame8XTX6QHY0l0ahqUhgv,210
5fhcuVxuBWfgNXGuyAtLmr,227
45bE4HXI0AwGZXfZtMp8JR,235
2vWBUC9djv6BtiGlmKiQaH,175
7MIhUdNJtaOnDmC5nBC1fb,231
2Fxmhks0bxGSBdJ92vM42m,213
2VxeLyX666F8uXCJ0dZF8B,172
4cluDES4hQEUhmXj6TXkSo,222
0d28khcov6AiegSCpG5TuT,231
02VBYrHfVwfEWXk5DXyf0T,232
1XGmzt0PVuFgQYYnV2It7A,217
3FAJ6O0NOHQV8Mc5Ri6ENp,174
50kpGaPAhYJ3sGmk6vplg0,169
0yc6Gst2xkRu0eMLeRMGCX,154
5gflgO9EPbIBf16n5TKnQS,155
4686eQ81DEswHa90bcdlC9,230
7o2CTH4ctstm8TNelqjb51,195
3QGsuHI8jO1Rx4JWLUh9jd,234
5UWwZ5lm5PKu6eKsHAGxOk,234
40riOy7x9W7GXjyGp4pjAv,208
2uflssWlCaJ6CbTMOsUpNI,187
7nFJSfGvvV0WjatTZN6QYi,171
57bgtoPSgt236HzfBOd8kj,219
1jDJFeK9x3OZboIAHsY9k2,202
3ZFTkvIE7kyPt6Nu3PEa7V,162
0k4d5YPDr1r7FX77VdqWez,196
3IAfUEeaXRX9s9UdKOJrFI,234
2NMjggapJcXXM7WccGEBUO,192
3Vi5XqYrmQgOYBajMWSvCi,188
31AOj9sFz2gM0O3hMARRBx,193
39LLxExYz6ewLAcYrzQQyP,170
503OTo2dSqe7qk76rgsbep,172
3dPQuX8Gs42Y7b454ybpMR,186
6ocbgoVGwYJhOv1GgI9NsF,156
0lYBSQXN6rCTvUZvg9S0lU,226
7BKLCZ1jbUBVqRi2FVlTVw,220
6DCZcSspjsKoFjzjrWoCdn,196
2LawezPeJhN4AWuSB0GtAU,190
5qaEfEh1AtSdrdrByCP7qR,191
69xohKu8C1fsflYAiSNbwM,236
0bI7K9Becu2dtXK1Q3cZNB,193
3Z7CaxQkqbIs1rewKi6v4W,154
7m9OqQk4RVRkw9JJdeAw96,232
69vlMrzHwATKzupwNcUPyK,204
2CeKVsFFXG4QzA415QygGb,197
6gBFPUFcJLzWGx4lenP6h2,207
7KXjTSCq5nL1LoYtL7XAwS,158
54ipXppHLA8U4yqpOFTUhr,164
7w87IxuO7BDcJ3YUqCyMTT,201
6TsVhM8qIkWN5cJVDIVbbz,220
3hRV0jL3vUpRrcy398teAU,222
3cBsEDNhFI9E82vPj3kvi3,200
3khEEPRyBeOUabbmOPJzAG,155
0QzuaeCEEOV40Pn7IvKEny,187
48QmG1dfvMuYLxMPt7KSRA,237
4HBZA5flZLE435QTztThqH,238
47EiUVwUp4C9fGccaPuUCS,166
6mmPpaltUZK7xjNlBPQQ0p,238
60ynsPSSKe6O3sfwRnIBRf,163
1ZdhOMWyFR8Iv9eylMGYg2,239
0KKkJNfGyhkQ5aFogxQAPU,185
32OlwWuMpZ6b0aN2RZOeMS,203
7AQim7LbvFVZJE3O8TYgf2,169
6EtKlIQmGPB9SX8UjDJG5s,201
2dpaYNEQHiRxtZbfNsse99,221
5cF0dROlMOK5uNZtivgu50,208
4pt5fDVTg5GhEvEtlz9dKk,159
2P91MQbaiQOfbiz9VqhqKQ,232
3USxtqRwSYz57Ewm6wWRMp,208
02jLfqc9gMo8PkHEGHY3OT,169
2vmfvSoZBFAt9hhRoEByLi,203
35wvL50xvKpCHEJPxLOLPI,192
0G2zPzWqVjR68iNPmx2TBe,193
5GF0X7GdNmnouKcdhhRmtm,199
0VO8gYVDSwM1Qdd2GsMoYK,191
6ZOcbKub95XSDESsKKuH41,238
6C1RD7YQVvt3YQj0CmuTeu,200
6Qyc6fS4DsZjB2mRW9DsQs,230
2374M0fQpWi3dLnB54qaLX,161
7hynhxDoDpgMIV12JuVtNa,228
4jPy3l0RUwlUI9T5XHBW2m,200
4nVBt6MZDDP6tRVdQTgxJg,207
0JP9xo3adEtGSdUEISiszL,233
2kx5sQgmjYug0GiDh1a4sU,190
3ee8Jmje8o58CHK66QrVC2,227
4r9jkMEnArtWGH2rL2FZl0,237
6Z8R6UsFuGXGtiIxiD8ISb,237
0wihfILRNOwE2156Shezc8,182
0UvZcEfpzVyx47QsRbjyBz,191
6XO8RlYuJCiI0v3IA48FeJ,181
6JIC3hbC28JZKZ8AlAqX8h,163
7xoUc6faLbCqZO6fQEYprd,152
2AT8iROs4FQueDv2c8q2KE,238
7eJMfftS33KTjuF7lTsMCx,232
1mXVgsBdtIVeCLJnSnmtdV,217
2Y0iGXY6m6immVb2ktbseM,178
2yjlYDiNiQkdxVqTlaSrlX,213
2grjqo0Frpf2okIBiifQKs,203
1RF02Cf80mTaeNXG2P2boR,170
6dBUzqjtbnIa1TwYbyw5CM,228
4bHsxqR3GMrXTxEPLuK5ue,192
296nXCOv97WJNRWzIBQnoj,159
2tpWsVSb9UEmDRxAl1zhX1,182
6jjYDGxVJsWS0a5wlVF5vS,238
2nLtzopw4rPReszdYBJU6h,189
7FIWs0pqAYbP91WWM0vlTQ,191
0sTlGEld0h8kIPZaKDYUf4,200
2xLMifQCjDGFmkHkpNLD9h,235
3GCdLUSnKSMJhs4Tj6CV3s,162
0HaRLPnr887lcQM2YQzkff,215
63WuQOXohQIxOxIFA2K7bR,188
1aL9518P5G72N92b48tuKw,185
08Isz2ETWSBhvIl8UpKYsp,158
5aucVLKiumD89mxVCB4zvS,204
5r43qanLhUCdBj8HN3fa6B,209
0MnTkIEP4zZN1IUSu8MvIz,162
1KIJclzEbNhSVw8tiHPWwE,179
3dYD57lRAUcMHufyqn9GcI,176
15JINEqzVMv3SvJTAXAKED,195
2DlHlPMa4M17kufBvI2lEN,193
0VgkVdmE4gld66l8iyGjgx,204
0GjEhVFGZW8afUYGChu3Rr,193
7iL6o9tox1zgHpKUfh9vuC,151
7zwn1eykZtZ5LODrf7c0tS,184
0fX4oNGBWO3dSGUZcVdVV2,200
5P3o95Jf0YBQRQ4j2XPpfC,206
4CeeEOM32jQcH3eN9Q2dGj,168
4kbj5MwxO1bq9wjT5g9HaA,173
5YbPxJwPfrj7uswNwoF1pJ,177
3jjsRKEsF42ccXf8kWR3nu,194
3sa06xVNmLLYIxdNNmVQN8,191
40iJIUlhi6renaREYGeIDS,222
1SC5rEoYDGUK4NfG82494W,192
7EZC6E7UjZe63f1jRmkWxt,213
5T8EDUDqKcs6OSOwEsfqG7,168
4HlFJV71xXKIGcU3kRyttv,213
6epn3r7S14KUqlReYr77hA,225
0NlGoUyOJSuSHmngoibVAs,209
1TfqLAPs4K3s2rJMoCokcS,206
32BeYxKPrig1LefHsC0Xuo,200
03a359wbiUsjN9h6yzXvmS,186
1QpwvWMQGdOgA8MXXfgs4H,185
09CtPGIpYB4BrO8qb1RGsF,179
0COqiPhxzoWICwFCS4eZcp,162
46IZ0fSY2mpAiktS3KOqds,191
2tFwfmceQa1Y6nRPhYbEtC,179
41wtwzCZkXwpnakmwJ239F,219
64dLd6rVqDLtkXFYrEUHIU,177
0vHfVsEe6Ps0d8cZ9PGzSw,163
6FE2iI43OZnszFLuLtvvmg,157
2GThBgzZoZfz0lx1JjBwfe,193
3BHR1mJOqn2UZyq98YKPgd,180
3Kkjo3cT83cw09VJyrLNwX,182
3vkQ5DAB1qQMYO4Mr9zJN6,239
7H7NyZ3G075GqPx2evsfeb,196
3O8G8eVrhfXTGttyQ1xVuq,181
4R8BJggjosTswLxtkw8V7P,161
4cG7HUWYHBV6R6tHn1gxrl,238
6ojZtz3sZr6ynvejLOqgCj,208
3CIyK1V4JEJkg02E4EJnDl,191
2GiJYvgVaD2HtM8GqD9EgQ,173
2Z8WuEywRWYTKe1NybPQEW,185
2FY7b99s15jUprqC0M5NCT,198
6f3Slt0GbA2bPZlz0aIFXN,234
2g6tReTlM2Akp41g0HaeXN,200
4fSIb4hdOQ151TILNsSEaF,231
2XIc1pqjXV3Cr2BQUGNBck,211
7ycWLEP1GsNjVvcjawXz3z,200
7floNISpH8VF4z4459Qo18,203
5MxNLUsfh7uzROypsoO5qe,187
0GONea6G2XdnHWjNZd6zt3,202
0Fs9cdPDhptWEDJmiCbkEW,164
4SSbtLDkepeOHAckM1FCBP,198
3eekarcy7kvN4yt5ZFzltW,198
4u7EnebtmKWzUH433cf5Qv,195
0zlGnseLGzRIBA0TJcb3Bo,214
3B54sVLJ402zGa6Xm4YGNe,187
6GomT970rCOkKAyyrwJeZi,156
2BgEsaKNfHUdlh97KmvFyo,206
0qOnSQQF0yzuPWsXrQ9paz,226
7tqhbajSfrz2F7E1Z75ASX,238
2Foc5Q5nqNiosCNqttzHof,212
4BP3uh0hFLFRb5cjsgLqDh,231
228BxWXUYQPJrJYHDLOHkj,171
161DnLWsx1i3u1JT05lzqU,182
29m79w9xPMH4YCD6r8JSmV,239
42TMa2hgBNjte4uV7jNCnQ,212
2JzZzZUQj3Qff7wapcbKjc,158
2m6Ko3CY1qXNNja8AlugNc,187
7BqBn9nzAq8spo5e7cZ0dJ,198
6f5ExP43esnvdKPddwKXJH,194
2qOm7ukLyHUXWyR4ZWLwxA,155
0AS63m1wHv9n4VVRizK6Hc,197
6YUTL4dYpB9xZO5qExPf05,204
3ZOEytgrvLwQaqXreDs2Jx,197
48UPSzbZjgc449aqz8bxox,238
4svaKoxMMP7ImmKrD5hfQu,212
2DB4DdfCFMw1iaR6JaR03a,172
06KyNuuMOX1ROXRhj787tj,168
10nyNJ6zNy2YVYLrcwLccB,198
2m1hi0nfMR9vdGC8UcrnwU,150
3afkJSKX0EAMsJXTZnDXXJ,225
200x8ONbPfFzByUr3fVz46,204
7yq4Qj7cqayVTp3FF9CWbm,202
5vjLSffimiIP26QG5WcN2K,157
5NvOZCjZaGGGL597exlQWv,189
6MpCaSIOfqBqbMED4kXgNY,207
28n8z9IQKyjMPxmvYMBqZa,152
0z8hI3OPS8ADPWtoCjjLl6,204
4srcMdbm2qzVG98tJajHxp,150
748mdHapucXQri7IAO8yFK,240
2gam98EZKrF9XuOkU13ApN,175
3e9HZxeyfWwjeyPAMmWSSQ,191
1yvMUkIOTeUNtNWlWRgANS,159
6dGnYIeXmHdcikdzNNDMm2,182
11iIikXxC6NP0Ma8vMD27x,177
3d9DChrdc6BOeFsbrZ3Is0,208
0U1W2LZVUX7qTm7dDpqxh6,159
3IznIgmXtrUaoPWpQTy5jB,232
5WtfUKzXircvW8l5aaVZWT,218
0rmGAIH9LNJewFw7nKzZnc,171
7GNRUsU3M4XNDDB9xle5Dz,178
2iUXsYOEPhVqEBwsqP70rE,163
1fewSx2d5KIZ04wsooEBOz,153
6i0V12jOa3mr6uu4WYhUBr,171
6VhuP99TE6gYNQRJIlAWFD,214
4osgfFTICMkcGbbigdsa53,223
0TK2YIli7K1leLovkQiNik,221
4v7DCN09hgXkKazefkznDQ,164
2RSHsoi04658QL5xgQVov3,200
7d7aPD2oxuzjhOZnu4Dj23,215
2tnVG71enUj33Ic2nFN6kZ,231
22vgEDb5hykfaTwLuskFGD,199
77loZpT5Y5PRP1S451P9Yz,200
6Qn5zhYkTa37e91HC1D7lb,181
6Dy1jexKYriXAVG6evyUTJ,190
0WSa1sucoNRcEeULlZVQXj,159
4jvjzW7Hm0yK4LvvE0Paz9,155
71wFwRo8xGc4lrcyKwsvba,205
5RubKOuDoPn5Kj5TLVxSxY,159
6foY66mWZN0pSRjZ408c00,169
4LwU4Vp6od3Sb08CsP99GC,224
1rqqCSm0Qe4I9rUvWncaom,223
2enPRFda84VE2wtI8c86Uf,235
5Z9KJZvQzH6PFmb8SNkxuk,216
7Ie9W94M7OjPoZVV216Xus,162
7a53HqqArd4b9NF4XAmlbI,224
0yCWDaAgOtg6TKlNCg9rwA,225
4HzqWEdAbzcVFDv0pvxV4w,194
6GG73Jik4jUlQCkKg9JuGO,234
6Im9k8u9iIzKMrmV7BWtlF,161
7vGuf3Y35N4wmASOKLUVVU,213
6lanRgr6wXibZr8KgzXxBl,209
2kQuhkFX7uSVepCD3h29g5,231
3uwnnTQcHM1rDqSfA4gQNz,224
6e9Ew4AECYwY5Xgs2ZKMgp,186
7j31rVgGX9Q2blT92VBEA0,152
3gdewACMIVMEWVbyb8O9sY,210
1r8ZCjfrQxoy2wVaBUbpwg,239
37Tmv4NnfQeb0ZgUC4fOJj,154
3yMC1KsTwh0ceXdIe4QQAQ,187
2ekn2ttSfGqwhhate0LSR0,161
6TfBA04WJ3X1d1wXhaCFVT,151
5Qnrgqy1pAm9GyNQOgyVFz,229
2ZWlPOoWh0626oTaHrnl2a,233
2J2Z1SkXYghSajLibnQHOa,187
0Z2J91b2iTGLVTZC4fKgxf,195
25ZAibhr3bdlMCLmubZDVt,157
5uEYRdEIh9Bo4fpjDd4Na9,219
7DnAm9FOTWE3cUvso43HhI,186
2IzV2SPZQLadtA46ni3ICq,153
4OwhwvKESFtuu06dTgct7i,162
2prnn41CblB8B4yWACDljP,171
3SErMoIKdRELto2OspGs5L,153
4OSBTYWVwsQhGLF9NHvIbR,171
24Yi9hE78yPEbZ4kxyoXAI,163
6EbVuwU7EnKeF2hdpViXCH,197
4XvcHTUfIlWfyJTRG0aqlo,190
3J8EOeKLTLXORtWPpOU5bE,235
0azC730Exh71aQlOt9Zj3y,206
0Be7sopyKMv8Y8npsUkax2,157
2MuWTIM3b0YEAskbeeFE1i,175
6L89mwZXSOwYl76YXfX13s,214
0snQrp1VaY5Pj1YIHRJpRJ,223
3bNv3VuUOKgrf5hu3YcuRo,240
6fhG2KJgwO7CrNflRaRmvp,162
3YRCqOhFifThpSRFJ1VWFM,193
07MDkzWARZaLEdKxo6yArG,157
2BJWxD8xKrDv8vneTvTIm9,159
3eJH2nAjvNXdmPfBkALiPZ,199
4IhTXiZLKATmwhMZIb1GQN,177
21szgNA72iLwvBxHQLgwBh,157
6RtPijgfPKROxEzTHNRiDp,208
0snQkGI5qnAmohLE7jTsTn,222
7B3z0ySL9Rr0XvZEAjWZzM,224
3FAclTFfvUuQYnEsptbK8w,219
0laYHRpNTS6i8FXdupHkJ4,181
2P4OICZRVAQcYAV2JReRfj,218
3DarAbFujv6eYNliUTyqtz,216
7FlQk2gJ6TBrHHiidvdR2O,219
51Grh1RyUDcMBbpuyUIUHI,229
5odlY52u43F5BjByhxg7wg,181
41zXlQxzTi6cGAjpOXyLYH,180
7e89621JPkKaeDSTQ3avtg,212
3PfIrDoz19wz7qK7tYeu62,219
5sICkBXVmaCQk5aISGR3x1,200
47BBI51FKFwOMlIiX6m8ya,240
6jgkEbmQ2F2onEqsEhiliL,236
4XqXNU8MwPHwbgZmNXmAdc,228
4EchqUKQ3qAQuRNKmeIpnf,210
2SiXAy7TuUkycRVbbWDEpo,184
7AFASza1mXqntmGtbxXprO,187
3zksbXteOCeSusJ5Xltr3t,221
2ihCaVdNZmnHZWt0fvAM7B,151
0Ryd8975WihbObpp5cPW1t,180
6XHVuErjQ4XNm6nDPVCxVX,181
5B60XFKzm8WsJTdVyt4u4I,185
6cx06DFPPHchuUAcTxznu9,234
61mWefnWQOLf90gepjOCb3,169
6QeYSvYqYUsfBzsApbjDHO,213
4VrWlk8IQxevMvERoX08iC,182
76cy1WJvNGJTj78UqeA5zr,198
0qvzXomUDJVaUboy2wMfiS,175
3yrSvpt2l1xhsV9Em88Pul,223
3jfZ9M23l0L7RxzYMTgBTv,164
57iDDD9N9tTWe75x6qhStw,165
34xGLuxM0rkxhCVyMSqwJO,199
68EkhVWIeULhHxcbi1QhzK,178
2SabxRgV7VMc1LRHgw0HIo,167
1foMv2HQwfQ2vntFf9HFeG,221
6NfrH0ANGmgBXyxgV2PeXt,190
5BKKy9fIJL5uM9fz1SnqyP,170
7z84Fwf1R3Z2BwHCP620CI,171
6WrI0LAC5M1Rw2MnX2ZvEg,213
1yjY7rpaAQvKwpdUliHx0d,150
0T2pB7P1VdXPhLdQZ488uH,161
1zu2GKHPJIsUu80SUJX4H4,190
3SlKme42qm1vWrkl3BrZmm,213
6I2tqFhk8tq69iursYxuxd,176
2K87XMYnUMqLcX3zvtAF4G,154
5DqdesEfbRyOlSS3Tf6c29,171
0v1XpBHnsbkCn7iJ9Ucr1l,237
5lfWrciYtohtIMVDVZd0Rf,207
0NdTUS4UiNYCNn5FgVqKQY,162
2aibwv5hGXSgw7Yru8IYTO,220
59WN2psjkt1tyaxjspN8fp,211
1i1fxkWeaMmKEB4T7zqbzK,176
7MmrcXVA7A5zZ2CbDuGHNa,173
5fVZC9GiM4e8vu99W0Xf6J,228
20I6sIOMTCkB6w7ryavxtO,194
55n9yjI6qqXh5F2mYvUc2y,157
6Z165JvPnS8PYvGW8oLGLc,205
2USlegnFJLrVLpoVfPimKB,238
2iUmqdfGZcHIhS3b9E9EWq,171
0b18g3G5spr4ZCkz7Y6Q0Q,182
2TH65lNHgvLxCKXM3apjxI,231
7iXF2W9vKmDoGAhlHdpyIa,198
6habFhsOp2NvshLv26DqMb,217
6v3KW9xbzN5yKLt9YKDYA2,154
0TDLuuLlV54CkRRUOahJb4,206
44AyOl4qVkzS48vBsbNXaC,210
1rfofaqEpACxVEHIZBJe6W,154
3zkWCteF82vJwv0hRLba76,201
63irPUP3xB74fHdw1Aw9zR,201
5ubvP9oKmxLUVq506fgLhk,236
3JvrhDOgAt6p7K8mDyZwRd,159
5UBonaClAZVfzxJNn8nnhh,240
360Wr96ywrCQq4kTAJ8Pq6,212
2BEcap3xJtmiPaHKyfQi4e,169
63T7DJ1AFDD6Bn8VzG6JE8,167
4ZLzoOkj0MPWrTLvooIuaa,229
4cOdK2wGLETKBW3PvgPWqT,230
4m1mqQuy34Nzh0480VR364,181
3L3G4XFQqtFe9a3azMacZ5,206
7hDVYcQq6MxkdJGweuCtl9,196
0ikz6tENMONtK6qGkOrU3c,225
6N22FZs2ZhPBYi3b9XPajV,213
0tBbt8CrmxbjRP0pueQkyU,236
5W8YXBz9MTIDyrpYaCg2Ky,214
2rxQMGVafnNaRaXlRMWPde,226
1Y3LN4zO1Edc2EluIoSPJN,156
3XucsgiwXb8KPn9Csf9Zmu,208
4MzXwWMhyBbmu6hOcLVD49,202
751srcHf5tUqcEa9pRCQwP,188
77l75UICfUZK5k0G7WRGqg,208
4wH4dJgrsxONID6KS2tDQM,173
1I2MEjnS9c4OPMnKWbIuYs,193
7KwZNVEaqikRSBSpyhXK2j,199
0I1eFRytp4XRhLCjT6tZm7,213
698ItKASDavgwZ3WjaWjtz,231
6h5PAsRni4IRlxWr6uDPTP,198
5hnyJvgoWiQUYZttV4wXy6,231
6jRq8gaZhMUyy5RclRPcAf,213
4HYDUMY0xSpeBr0AMY9cUz,203
1TQXIltqoZ5XXyfCbAeSQQ,222
5902W4uHWzhtOff1UK7the,228
6ifUES3keWjwXgae8pXI3o,216
1EzrEOXmMH3G43AXT1y7pA,207
6TQS7URegxmcb8tTNpoXzi,182
4RCWB3V8V0dignt99LZ8vH,190
